NO polarizer: t (s)	NO polarizer: int (a.u.)	YES polarizer: t (s)	YES polarizer: int (a.u.)	
298.918122	7.765191	317.561451	6.555439
298.985168	7.760322	317.634504	6.573539
299.049212	7.760322	317.713561	6.573539
299.101249	7.768612	317.778608	6.576663
299.163295	7.768612	317.840652	6.576663
299.223345	7.762390	317.893690	6.662961
299.284375	7.762390	317.962739	6.662961
299.335428	7.762390	318.028787	6.643648
299.392452	7.738224	318.097838	6.643648
299.456495	7.738224	318.149877	6.678595
299.521541	7.758720	318.212938	6.678595
299.601614	7.758720	318.267959	6.737632
299.654649	7.759619	318.324002	6.737632
299.719697	7.759619	318.385046	6.737632
299.784725	7.760173	318.445086	6.816219
299.841764	7.760173	318.498126	6.816219
299.893802	7.766200	318.559186	6.818770
299.956845	7.766200	318.619211	6.818770
300.010882	7.770383	318.681258	6.864859
300.066922	7.770383	318.739315	6.864859
300.117956	7.770383	318.793354	6.899100
300.180997	7.755600	318.857385	6.899100
300.248044	7.755600	318.912426	6.903749
300.300080	7.765338	318.989481	6.903749
300.360123	7.765338	319.052526	6.903749
300.409172	7.785172	319.107563	6.898501
300.462194	7.785172	319.158599	6.898501
300.522238	7.785172	319.212638	6.839975
300.573274	7.788009	319.284691	6.839975
300.636316	7.788009	319.335729	6.704390
300.697358	7.788009	319.407779	6.704390
300.756399	7.790351	319.472826	10.243648
300.803429	7.790351	319.524863	10.243648
300.860469	7.789190	319.580903	10.243648
300.925515	7.789190	319.642950	10.246963
300.983556	7.819105	319.695989	10.246963
301.048601	7.819105	319.763035	10.307060
301.102637	7.817620	319.827082	10.307060
301.165680	7.817620	319.885122	10.295852
301.226723	7.815836	319.959176	10.295852
301.278762	7.815836	320.022221	10.319033
301.334798	7.815836	320.103282	10.319033
301.392841	7.811379	320.153315	10.357883
301.449880	7.811379	320.215360	10.357883
301.499912	7.829108	320.274405	10.349577
301.557971	7.829108	320.329443	10.349577
301.617994	7.829108	320.381481	10.262321
301.685040	7.834236	320.454535	10.262321
301.741081	7.834236	320.505570	10.262321
301.810128	7.851174	320.562610	10.176521
301.869169	7.851174	320.620667	10.176521
301.928213	7.849615	320.685700	10.150059
301.988254	7.849615	320.738738	10.150059
302.035287	7.846571	320.787773	10.068973
302.088321	7.846571	320.851820	10.068973
302.144361	7.871615	320.918869	10.068973
302.194395	7.871615	320.980913	9.920093
302.252438	7.871615	321.036956	9.920093
302.319485	7.865647	321.089991	9.683647
302.372520	7.865647	321.156040	9.683647
302.411547	7.862651	321.211079	9.427465
302.473589	7.862651	321.279125	9.427465
302.541635	7.862651	321.326159	9.186295
302.602678	7.860410	321.395208	9.186295
302.660718	7.860410	321.456252	8.938254
302.711753	7.863330	321.522300	8.938254
302.785806	7.863330	321.586347	8.938254
302.847848	7.861289	321.645389	8.672796
302.903887	7.861289	321.698427	8.672796
302.960926	7.884770	321.749463	8.394681
303.020971	7.884770	321.803503	8.394681
303.075005	7.884770	321.866549	8.129122
303.134047	7.864576	321.925593	8.129122
303.210099	7.864576	321.974628	8.129122
303.267140	7.875899	322.062688	7.872376
303.326179	7.875899	322.130738	7.872376
303.380217	7.849910	322.201788	7.615658
303.448266	7.849910	322.270839	7.615658
303.508306	7.782574	322.351897	7.362510
303.573352	7.782574	322.399930	7.138318
303.637400	7.782367	322.463977	7.138318
303.697437	7.782367	322.519016	6.886044
303.774490	7.782367	322.578059	6.886044
303.831530	7.755121	322.633098	6.886044
303.888569	7.755121	322.697145	6.651634
303.947610	7.772089	322.757188	6.651634
304.017659	7.772089	322.810227	6.448565
304.080703	7.741454	322.878296	6.448565
304.152753	7.741454	322.930315	6.294535
304.209793	7.748342	322.988354	6.294535
304.262829	7.748342	323.066411	6.294535
304.319869	7.753360	323.138462	6.249143
304.382913	7.753360	323.208513	6.219501
304.439971	7.739569	323.284567	6.219501
304.510002	7.739569	323.360623	6.197648
304.562037	7.739569	323.442681	6.197648
304.618076	7.731818	323.525742	6.306900
304.671113	7.731818	323.597793	6.284962
304.727151	7.745901	323.669844	6.284962
304.785192	7.745901	323.744899	6.284962
304.838228	7.732849	323.811947	6.321691
304.898270	7.732849	323.875993	6.356265
304.956310	7.732849	323.942041	6.356265
305.022359	7.760724	323.989074	6.426115
305.072391	7.760724	324.059125	6.426115
305.134434	7.752640	324.112163	6.484072
305.211487	7.752640	324.166201	6.484072
305.281536	7.758760	324.217238	6.484072
305.340579	7.758760	324.280303	6.542011
305.392614	7.751233	324.348332	6.542011
305.450654	7.751233	324.408376	6.578856
305.511698	7.762370	324.471421	6.578856
305.569738	7.762370	324.522458	6.592063
305.624791	7.789694	324.590510	6.592063
305.683816	7.789694	324.645549	6.589778
305.739856	7.789694	324.699585	6.589778
305.802901	7.772029	324.754625	6.589778
305.874948	7.772029	324.813669	6.577163
305.944998	7.774679	324.874713	6.577163
306.003039	7.774679	324.927749	6.529276
306.061078	7.776723	324.979788	6.529276
306.144135	7.776723	325.031840	10.717050
306.203177	7.782118	325.091869	10.717050
306.263218	7.782118	325.168922	10.717050
306.329265	7.785183	325.234971	10.754474
306.393307	7.785183	325.305020	10.754474
306.445343	7.800465	325.362081	10.789888
306.503385	7.800465	325.421122	10.789888
306.557422	7.815897	325.474160	10.797055
306.632473	7.815897	325.560204	10.797055
306.682511	7.815897	325.610240	10.774754
306.730542	7.800823	325.678291	10.774754
306.789582	7.800823	325.734329	10.842374
306.847623	7.821845	325.788370	10.842374
306.909669	7.821845	325.847411	10.838018
306.966723	7.830528	325.919464	10.838018
307.019747	7.830528	325.987512	10.775369
307.070777	7.830528	326.040552	10.775369
307.128818	7.848575	326.102597	10.775369
307.183856	7.848575	326.160636	10.599781
307.236893	7.849127	326.216680	10.599781
307.306943	7.849127	326.275722	10.421284
307.357979	7.844244	326.332760	10.421284
307.420021	7.844244	326.396806	10.188712
307.472056	7.844244	326.449844	10.188712
307.538102	7.835540	326.512889	10.188712
307.592139	7.835540	326.580939	9.987674
307.642174	7.859844	326.631975	9.987674
307.709221	7.859844	326.693019	9.782592
307.768264	7.851195	326.752061	9.782592
307.836314	7.851195	326.803098	9.542258
307.911364	7.851195	326.872148	9.542258
307.971405	7.858098	326.927187	9.299929
308.031446	7.860661	326.992234	9.299929
308.110506	7.860661	327.046274	9.299929
308.172544	7.860661	327.100312	9.051033
308.227582	7.853434	327.157355	9.051033
308.281620	7.853434	327.210394	8.787049
308.343661	7.865167	327.272455	8.787049
308.403702	7.865167	327.331481	8.531940
308.476753	7.845805	327.387536	8.531940
308.548803	7.845805	327.451566	8.266541
308.611847	7.858848	327.508607	8.266541
308.675891	7.858848	327.578660	8.266541
308.742938	7.834663	327.649707	8.002702
308.819991	7.834663	327.726764	8.002702
308.877031	7.764006	327.787807	7.747940
308.932070	7.764006	327.841845	7.747940
308.983105	7.764324	327.901888	7.496632
309.041144	7.764324	327.978946	7.496632
309.097184	7.746470	328.041992	7.245687
309.162229	7.746470	328.118047	7.245687
309.218268	7.746470	328.206108	7.003064
309.274306	7.770697	328.292169	6.784613
309.329344	7.770697	328.375229	6.784613
309.377378	7.722440	328.456288	6.572910
309.436421	7.722440	328.537346	6.572910
309.489458	7.744546	328.621407	6.356507
309.568514	7.744546	328.705468	6.251586
309.616546	7.738879	328.779520	6.251586
309.671582	7.738879	328.842566	6.240775
309.726621	7.738879	328.927628	6.240775
309.781658	7.715895	329.018692	6.208870
309.837698	7.715895	329.094748	6.208870
309.893736	7.734468	329.175806	6.171980
309.953796	7.734468	329.246856	6.236033
310.006814	7.741878	329.330916	6.236033
310.062857	7.741878	329.391960	6.276648
310.111889	7.741878	329.471017	6.276648
310.163924	7.740668	329.559080	6.321761
310.224967	7.740668	329.611118	6.387970
310.299019	7.741306	329.705186	6.387970
310.354059	7.741306	329.775236	6.447451
310.409094	7.741306	329.857295	6.447451
310.468138	7.737525	329.932352	6.462925
310.525174	7.737525	330.008403	6.462925
310.580214	7.728423	330.073452	6.481176
310.639254	7.728423	330.134494	6.523429
310.693291	7.738731	330.205549	6.523429
310.749330	7.738731	330.264591	6.538791
310.804368	7.738731	330.325649	6.538791
310.860407	7.758832	330.374669	6.522925
310.911443	7.758832	330.428708	6.522925
310.964481	7.767215	330.486750	6.522925
311.017519	7.767215	330.544792	6.472812
311.073556	7.767215	330.613842	6.472812
311.135600	7.752356	330.667879	6.389439
311.197641	7.752356	330.726922	6.389439
311.263688	7.757793	330.782963	10.580366
311.323729	7.757793	330.848011	10.580366
311.385774	7.775583	330.905049	10.580366
311.442812	7.775583	330.985107	10.627443
311.501853	7.782273	331.041148	10.627443
311.562896	7.782273	331.118202	10.665699
311.615933	7.799263	331.167237	10.705288
311.680980	7.799263	331.223280	10.705288
311.741018	7.799263	331.284323	10.705288
311.808065	7.783836	331.336375	10.888212
311.870107	7.783836	331.386412	10.888212
311.927147	7.789321	331.445437	10.885870
311.991191	7.789321	331.507482	10.885870
312.061243	7.795681	331.576532	10.885870
312.118282	7.795681	331.630589	10.896039
312.173323	7.809869	331.707630	10.896039
312.230375	7.809869	331.756663	10.772228
312.289398	7.819136	331.811702	10.772228
312.341434	7.819136	331.884753	10.565465
312.392469	7.819136	331.943796	10.565465
312.445509	7.805814	331.996833	10.365077
312.525563	7.805814	332.054875	10.365077
312.581601	7.839830	332.109915	10.155915
312.647648	7.839830	332.167957	10.155915
312.703697	7.825558	332.234004	10.155915
312.761743	7.825558	332.296052	9.944907
312.815766	7.845195	332.366103	9.944907
312.871806	7.845195	332.423158	9.691422
312.922839	7.845195	332.484201	9.691422
312.975874	7.821862	332.556257	9.440842
313.048925	7.821862	332.629295	9.440842
313.113971	7.850799	332.703342	9.180998
313.167007	7.850799	332.767389	9.180998
313.220045	7.849416	332.846445	8.913298
313.290092	7.849416	332.901484	8.913298
313.350134	7.835933	332.956524	8.657565
313.409175	7.835933	333.028576	8.657565
313.472219	7.835933	333.088620	8.374100
313.525255	7.836927	333.160672	8.374100
313.589300	7.836927	333.213711	8.111969
313.637334	7.847739	333.281758	8.111969
313.715387	7.847739	333.333795	7.843835
313.766423	7.822387	333.392841	7.843835
313.830469	7.822387	333.442877	7.583138
313.888507	7.835965	333.507921	7.583138
313.945547	7.835965	333.562960	7.583138
313.996584	7.835965	333.630009	7.342904
314.047621	7.841128	333.691052	7.342904
314.098656	7.841128	333.759102	7.070978
314.146687	7.759624	333.824149	7.070978
314.201727	7.759624	333.886211	6.842408
314.262769	7.759624	333.954242	6.842408
314.313802	7.752965	334.012283	6.589977
314.382851	7.752965	334.076329	6.589977
314.454900	7.760208	334.149384	6.383823
314.506937	7.760208	334.225437	6.383823
314.555971	7.739555	334.285480	6.202045
314.616016	7.739555	334.347525	6.202045
314.666049	7.739555	334.408569	6.118632
314.738097	7.736836	334.493630	6.118632
314.789135	7.736836	334.554674	6.071691
314.860186	7.731483	334.620721	6.071691
314.919226	7.731483	334.681765	6.058597
314.965257	7.731276	334.746812	6.058597
315.021297	7.731276	334.804853	6.139653
315.081335	7.731276	334.869900	6.139653
315.140377	7.719258	334.918936	6.098796
315.210425	7.719258	334.975976	6.098796
315.269467	7.714251	335.043025	6.098796
315.336516	7.714251	335.109072	6.130427
315.390552	7.727503	335.174122	6.130427
315.460601	7.727503	335.245173	6.193747
315.517638	7.719917	335.308219	6.193747
315.579683	7.719917	335.375266	6.242192
315.644729	7.719787	335.440311	6.242192
315.707771	7.719787	335.515366	6.305187
315.757807	7.744813	335.580411	6.305187
315.832857	7.744813	335.645460	6.348040
315.895905	7.744813	335.703517	6.348040
315.945939	7.720990	335.759542	6.397326
316.004980	7.720990	335.819601	6.397326
316.070024	7.750668	335.880645	6.412950
316.146074	7.750668	335.940671	6.412950
316.201112	7.729724	336.005738	6.442313
316.264174	7.729724	336.078770	6.442313
316.321195	7.743385	336.143817	6.435926
316.378238	7.743385	336.195856	6.435926
316.425271	7.763352	336.248894	6.413044
316.484308	7.763352	336.307934	6.413044
316.531341	7.754695	336.365993	6.413044
316.590382	7.754695	336.431024	6.406756
316.645420	7.754695	336.490066	6.406756
316.711467	7.750252	336.537100	10.817762
316.766506	7.750252	336.617157	10.817762
316.820542	7.777766	336.673197	10.859290
316.881586	7.777766	336.738244	10.859290
316.940625	7.777766	336.799289	10.882882
317.000668	7.760477	336.863334	10.882882
317.074718	7.760477	336.928382	10.832951
317.132762	7.760461	336.983422	10.832951
317.203807	7.760461	337.043466	10.937175
317.261851	7.772506	337.109513	10.937175
317.320906	7.772506	337.177562	10.937175
317.373926	7.779196	337.240605	10.901721
317.435971	7.779196	337.298665	10.901721
317.492011	7.795285	337.360710	10.859857
317.556052	7.795285	337.428758	10.859857
317.624099	7.795285	337.483780	10.757630
317.708158	7.799619	337.551846	10.757630
317.762196	7.797715	337.621881	10.568948
317.823239	7.797715	337.687928	10.568948
317.879279	7.797715	337.739967	10.352737
317.930315	7.815343	337.813018	10.352737
317.998362	7.815343	337.869058	10.154660
318.058404	7.838755	337.933104	10.154660
318.126453	7.838755	337.985142	9.931284
318.188495	7.845220	338.049205	9.931284
318.242532	7.845220	338.112233	9.931284
318.294565	7.824241	338.196293	9.700570
318.354609	7.824241	338.250332	9.700570
318.410648	7.824241	338.315379	9.464420
318.479694	7.839505	338.375424	9.464420
318.549741	7.839505	338.440470	9.196638
318.608783	7.822362	338.499529	9.196638
318.656817	7.822362	338.564560	8.923339
318.710873	7.816853	338.630606	8.923339
318.798915	7.816853	338.716668	8.663407
318.855956	7.836834	338.798727	8.663407
318.913996	7.836834	338.901801	8.419116
318.967033	7.829960	338.968850	8.145853
319.024073	7.829960	339.028892	8.145853
319.081111	7.829960	339.107950	7.868014
319.138153	7.839633	339.184005	7.868014
319.201193	7.839633	339.249053	7.621474
319.258235	7.818682	339.310097	7.621474
319.313272	7.818682	339.368138	7.354330
319.379317	7.835829	339.431183	7.354330
319.440361	7.835829	339.493228	7.121091
319.506408	7.811458	339.558276	7.121091
319.561443	7.811458	339.621321	6.862650
319.617482	7.811458	339.694371	6.862650
319.675523	7.748848	339.770425	6.642542
319.743570	7.748848	339.820462	6.642542
319.801610	7.753328	339.883509	6.402060
319.876666	7.753328	339.966568	6.402060
319.924695	7.725763	340.045643	6.215354
319.979733	7.725763	340.125681	6.215354
320.027767	7.745306	340.186725	6.150044
320.079804	7.745306	340.238762	6.150044
320.144848	7.745306	340.299806	6.087913
320.202889	7.733285	340.382865	6.087913
320.267934	7.733285	340.451915	6.071285
320.348993	7.701322	340.523967	6.037820
320.410036	7.701322	340.600022	6.037820
320.466074	7.716897	340.654061	6.095021
320.531116	7.716897	340.723111	6.095021
320.587155	7.715943	340.783154	6.117910
320.649199	7.715943	340.863212	6.117910
320.706238	7.707703	340.924255	6.163372
320.767280	7.707703	340.986300	6.163372
320.829324	7.707703	341.040339	6.163372
320.896370	7.720811	341.094378	6.225998
320.957413	7.699127	341.156422	6.225998
321.014452	7.699127	341.211462	6.281312
321.066488	7.699127	341.265501	6.281312
321.122527	7.720212	341.319540	6.316120
321.195577	7.720212	341.382585	6.316120
321.245613	7.718060	341.437624	6.316120
321.308656	7.718060	341.496666	6.370321
321.375705	7.718725	341.551706	6.370321
321.434745	7.718725	341.632765	6.407015
321.494785	7.740239	341.684818	6.407015
321.552827	7.740239	341.741860	6.414952
321.624877	7.740239	341.800903	6.414952
321.679916	7.729410	341.850939	6.389091
321.743958	7.729410	341.918973	6.389091
321.803999	7.741330	341.985036	6.383785
321.876049	7.741330	342.043061	6.383785
321.933089	7.738296	342.098103	6.383785
321.990129	7.738296	342.165148	6.389382
322.046170	7.735386	342.236198	6.389382
322.101223	7.735386	342.295241	10.327257
322.154242	7.753638	342.350280	10.327257
322.212285	7.753638	342.422334	10.355670
322.267321	7.753638	342.477374	10.355670
322.323360	7.747212	342.534413	10.420045
322.379398	7.747212	342.602463	10.420045
322.428433	7.755685	342.657504	10.431175
322.482473	7.755685	342.719549	10.431175
322.541528	7.754431	342.780593	10.436317
