NO polarizer: t (s)	NO polarizer: int (a.u.)	YES polarizer: t (s)	YES polarizer: int (a.u.)	
765.640167	8.085460	0.000000	0.000000
765.692204	8.090590	0.000000	0.000000
765.749249	8.090590	0.000000	0.000000
765.820297	8.090590	0.000000	0.000000
765.896351	8.101693	0.000000	0.000000
765.963414	8.101693	0.000000	0.000000
766.034446	8.098344	0.000000	0.000000
766.090486	8.098344	0.000000	0.000000
766.148527	8.106104	0.000000	0.000000
766.208569	8.106104	0.000000	0.000000
766.264608	8.091813	0.000000	0.000000
766.320649	8.091813	0.000000	0.000000
766.381694	8.102424	0.000000	0.000000
766.439734	8.102424	0.000000	0.000000
766.491769	8.110297	0.000000	0.000000
766.559818	8.110297	0.000000	0.000000
766.615858	8.115423	0.000000	0.000000
766.668896	8.115423	0.000000	0.000000
766.732940	8.115423	0.000000	0.000000
766.796986	8.107788	0.000000	0.000000
766.861029	8.107788	0.000000	0.000000
766.912067	8.112658	0.000000	0.000000
766.970107	8.112658	0.000000	0.000000
767.029149	8.101694	0.000000	0.000000
767.090191	8.101694	0.000000	0.000000
767.142228	8.110279	0.000000	0.000000
767.203271	8.110279	0.000000	0.000000
767.268318	8.110279	0.000000	0.000000
767.339367	8.129310	0.000000	0.000000
767.405414	8.129310	0.000000	0.000000
767.465459	8.133648	0.000000	0.000000
767.523497	8.133648	0.000000	0.000000
767.590548	8.115238	0.000000	0.000000
767.645584	8.115238	0.000000	0.000000
767.705627	8.129243	0.000000	0.000000
767.764669	8.129243	0.000000	0.000000
767.827712	8.128485	0.000000	0.000000
767.883752	8.128485	0.000000	0.000000
767.942794	8.128485	0.000000	0.000000
768.001835	8.112697	0.000000	0.000000
768.060877	8.112697	0.000000	0.000000
768.108911	8.152914	0.000000	0.000000
768.170956	8.152914	0.000000	0.000000
768.228997	8.142967	0.000000	0.000000
768.295043	8.142967	0.000000	0.000000
768.345078	8.138255	0.000000	0.000000
768.407123	8.138255	0.000000	0.000000
768.465164	8.138255	0.000000	0.000000
768.515198	8.143427	0.000000	0.000000
768.579244	8.143427	0.000000	0.000000
768.635283	8.145835	0.000000	0.000000
768.701350	8.145835	0.000000	0.000000
768.761372	8.148255	0.000000	0.000000
768.823417	8.148255	0.000000	0.000000
768.875455	8.142919	0.000000	0.000000
768.929491	8.142919	0.000000	0.000000
768.987532	8.142919	0.000000	0.000000
769.051578	8.152054	0.000000	0.000000
769.109621	8.152054	0.000000	0.000000
769.159653	8.156231	0.000000	0.000000
769.221697	8.156231	0.000000	0.000000
769.276736	8.161388	0.000000	0.000000
769.333776	8.161388	0.000000	0.000000
769.393818	8.161388	0.000000	0.000000
769.448858	8.190959	0.000000	0.000000
769.507916	8.190959	0.000000	0.000000
769.557934	8.157922	0.000000	0.000000
769.617995	8.157922	0.000000	0.000000
769.667027	8.176273	0.000000	0.000000
769.716063	8.176273	0.000000	0.000000
769.769100	8.176273	0.000000	0.000000
769.823122	8.174516	0.000000	0.000000
769.890169	8.174516	0.000000	0.000000
769.937202	8.174516	0.000000	0.000000
770.003253	8.178864	0.000000	0.000000
770.058288	8.178864	0.000000	0.000000
770.108323	8.182608	0.000000	0.000000
770.165364	8.182608	0.000000	0.000000
770.221405	8.168314	0.000000	0.000000
770.274457	8.168314	0.000000	0.000000
770.331481	8.168314	0.000000	0.000000
770.385519	8.176152	0.000000	0.000000
770.466577	8.176152	0.000000	0.000000
770.517613	8.182848	0.000000	0.000000
770.576655	8.182848	0.000000	0.000000
770.634696	8.181691	0.000000	0.000000
770.706747	8.181691	0.000000	0.000000
770.761785	8.181691	0.000000	0.000000
770.823829	8.194330	0.000000	0.000000
770.874865	8.183835	0.000000	0.000000
770.935908	8.183835	0.000000	0.000000
770.994952	8.183835	0.000000	0.000000
771.056993	8.183021	0.000000	0.000000
771.124041	8.183021	0.000000	0.000000
771.176078	8.191814	0.000000	0.000000
771.252132	8.191814	0.000000	0.000000
771.302168	8.188992	0.000000	0.000000
771.363213	8.188992	0.000000	0.000000
771.413248	8.177592	0.000000	0.000000
771.469302	8.177592	0.000000	0.000000
771.527329	8.177592	0.000000	0.000000
771.581364	8.192308	0.000000	0.000000
771.633402	8.192308	0.000000	0.000000
771.682436	8.186240	0.000000	0.000000
771.742479	8.186240	0.000000	0.000000
771.804522	8.186240	0.000000	0.000000
771.867566	8.191020	0.000000	0.000000
771.925610	8.191020	0.000000	0.000000
771.991657	8.204292	0.000000	0.000000
772.061703	8.204292	0.000000	0.000000
772.117743	8.189942	0.000000	0.000000
772.169780	8.189942	0.000000	0.000000
772.232824	8.182283	0.000000	0.000000
772.294868	8.182283	0.000000	0.000000
772.352909	8.200685	0.000000	0.000000
772.411968	8.200685	0.000000	0.000000
772.468992	8.200685	0.000000	0.000000
772.529036	8.188762	0.000000	0.000000
772.589076	8.188762	0.000000	0.000000
772.650120	8.199462	0.000000	0.000000
772.719168	8.199462	0.000000	0.000000
772.780210	8.199143	0.000000	0.000000
772.833266	8.199143	0.000000	0.000000
772.884301	8.201052	0.000000	0.000000
772.947332	8.201052	0.000000	0.000000
773.003368	8.201052	0.000000	0.000000
773.055422	8.190830	0.000000	0.000000
773.119467	8.190830	0.000000	0.000000
773.166501	8.196452	0.000000	0.000000
773.242537	8.196452	0.000000	0.000000
773.292573	8.162284	0.000000	0.000000
773.353616	8.162284	0.000000	0.000000
773.413658	8.118586	0.000000	0.000000
773.468697	8.118586	0.000000	0.000000
773.515730	8.118586	0.000000	0.000000
773.568769	8.114423	0.000000	0.000000
773.627810	8.114423	0.000000	0.000000
773.681866	8.098906	0.000000	0.000000
773.739891	8.098906	0.000000	0.000000
773.794944	8.110088	0.000000	0.000000
773.848969	8.110088	0.000000	0.000000
773.914011	8.110088	0.000000	0.000000
773.963047	8.117920	0.000000	0.000000
774.036098	8.117920	0.000000	0.000000
774.080129	8.109174	0.000000	0.000000
774.152197	8.109174	0.000000	0.000000
774.202215	8.108500	0.000000	0.000000
774.260259	8.108500	0.000000	0.000000
774.336313	8.108500	0.000000	0.000000
774.402359	8.089337	0.000000	0.000000
774.458398	8.089337	0.000000	0.000000
774.520442	8.100575	0.000000	0.000000
774.581484	8.100575	0.000000	0.000000
774.629519	8.086260	0.000000	0.000000
774.686557	8.086260	0.000000	0.000000
774.736592	8.094415	0.000000	0.000000
774.794634	8.094415	0.000000	0.000000
774.856679	8.094415	0.000000	0.000000
774.908714	8.087245	0.000000	0.000000
774.976762	8.087245	0.000000	0.000000
775.029799	8.074195	0.000000	0.000000
775.089843	8.074195	0.000000	0.000000
775.152887	8.074195	0.000000	0.000000
775.222937	8.074165	0.000000	0.000000
775.281978	8.074165	0.000000	0.000000
775.353028	8.087381	0.000000	0.000000
775.406065	8.070569	0.000000	0.000000
775.463106	8.070569	0.000000	0.000000
775.529153	8.070569	0.000000	0.000000
775.599202	8.060352	0.000000	0.000000
775.675258	8.060352	0.000000	0.000000
775.727292	8.069063	0.000000	0.000000
775.780330	8.069063	0.000000	0.000000
775.832367	8.077105	0.000000	0.000000
775.898413	8.077105	0.000000	0.000000
775.958456	8.091940	0.000000	0.000000
776.030508	8.091940	0.000000	0.000000
776.079544	8.069810	0.000000	0.000000
776.138587	8.069810	0.000000	0.000000
776.191620	8.069810	0.000000	0.000000
776.247661	8.075993	0.000000	0.000000
776.317709	8.075993	0.000000	0.000000
776.373749	8.059165	0.000000	0.000000
776.431790	8.059165	0.000000	0.000000
776.489831	8.075726	0.000000	0.000000
776.548873	8.075726	0.000000	0.000000
776.596908	8.074502	0.000000	0.000000
776.650947	8.074502	0.000000	0.000000
776.712989	8.074502	0.000000	0.000000
776.763024	8.077126	0.000000	0.000000
776.822066	8.077126	0.000000	0.000000
776.883110	8.075570	0.000000	0.000000
776.942154	8.075570	0.000000	0.000000
777.006196	8.075570	0.000000	0.000000
777.065238	8.069654	0.000000	0.000000
777.143292	8.069654	0.000000	0.000000
777.199333	8.082489	0.000000	0.000000
777.267382	8.082489	0.000000	0.000000
777.326424	8.082964	0.000000	0.000000
777.398490	8.082964	0.000000	0.000000
777.455517	8.083294	0.000000	0.000000
777.518560	8.083294	0.000000	0.000000
777.574600	8.072480	0.000000	0.000000
777.640644	8.072480	0.000000	0.000000
777.703692	8.083723	0.000000	0.000000
777.771739	8.083723	0.000000	0.000000
777.827779	8.091624	0.000000	0.000000
777.882815	8.091624	0.000000	0.000000
777.937854	8.091624	0.000000	0.000000
777.996899	8.087623	0.000000	0.000000
778.055937	8.087623	0.000000	0.000000
778.115983	8.081231	0.000000	0.000000
778.181026	8.081231	0.000000	0.000000
778.232062	8.080771	0.000000	0.000000
778.292105	8.080771	0.000000	0.000000
778.361153	8.067132	0.000000	0.000000
778.418193	8.067132	0.000000	0.000000
778.496249	8.067132	0.000000	0.000000
778.567299	8.100405	0.000000	0.000000
778.624340	8.122650	0.000000	0.000000
778.690385	8.122650	0.000000	0.000000
778.752430	8.122650	0.000000	0.000000
778.821478	8.072855	0.000000	0.000000
778.880522	8.072855	0.000000	0.000000
778.954572	8.100733	0.000000	0.000000
779.015616	8.091869	0.000000	0.000000
779.077659	8.091869	0.000000	0.000000
779.138702	8.091869	0.000000	0.000000
779.197744	8.096783	0.000000	0.000000
779.254802	8.096783	0.000000	0.000000
779.319831	8.106684	0.000000	0.000000
779.381876	8.106684	0.000000	0.000000
779.437917	8.102370	0.000000	0.000000
779.503960	8.102370	0.000000	0.000000
779.567023	8.110151	0.000000	0.000000
779.644077	8.110151	0.000000	0.000000
779.699099	8.089593	0.000000	0.000000
779.773151	8.089593	0.000000	0.000000
779.831191	8.111709	0.000000	0.000000
779.892254	8.111709	0.000000	0.000000
779.952277	8.111709	0.000000	0.000000
780.019324	8.121604	0.000000	0.000000
780.100383	8.121604	0.000000	0.000000
780.178438	8.107534	0.000000	0.000000
780.239484	8.110998	0.000000	0.000000
780.322542	8.110998	0.000000	0.000000
780.397596	8.117924	0.000000	0.000000
780.475646	8.117924	0.000000	0.000000
780.575717	8.117870	0.000000	0.000000
780.648772	8.120005	0.000000	0.000000
780.724823	8.120005	0.000000	0.000000
780.793893	8.125417	0.000000	0.000000
780.861919	8.125417	0.000000	0.000000
780.922962	8.121113	0.000000	0.000000
780.979003	8.121113	0.000000	0.000000
781.038043	8.122197	0.000000	0.000000
781.097085	8.122197	0.000000	0.000000
781.156127	8.117477	0.000000	0.000000
781.213168	8.117477	0.000000	0.000000
781.276212	8.145909	0.000000	0.000000
781.329252	8.145909	0.000000	0.000000
781.389292	8.145909	0.000000	0.000000
781.440329	8.125733	0.000000	0.000000
781.507375	8.125733	0.000000	0.000000
781.571424	8.142290	0.000000	0.000000
781.638469	8.142290	0.000000	0.000000
781.712524	8.135888	0.000000	0.000000
781.785576	8.135888	0.000000	0.000000
781.856623	8.142137	0.000000	0.000000
781.917670	8.142137	0.000000	0.000000
781.979709	8.142912	0.000000	0.000000
782.062772	8.142912	0.000000	0.000000
782.141824	8.159308	0.000000	0.000000
782.205869	8.159308	0.000000	0.000000
782.270916	8.143011	0.000000	0.000000
782.344967	8.143011	0.000000	0.000000
782.415016	8.137313	0.000000	0.000000
782.472058	8.137313	0.000000	0.000000
782.536103	8.156529	0.000000	0.000000
782.603166	8.156529	0.000000	0.000000
782.674202	8.152635	0.000000	0.000000
782.743248	8.152635	0.000000	0.000000
782.819305	8.158860	0.000000	0.000000
782.900360	8.158860	0.000000	0.000000
783.002431	8.169068	0.000000	0.000000
783.074482	8.176704	0.000000	0.000000
783.131523	8.176704	0.000000	0.000000
783.193568	8.170910	0.000000	0.000000
783.277630	8.170910	0.000000	0.000000
783.349679	8.185865	0.000000	0.000000
783.405716	8.185865	0.000000	0.000000
783.477767	8.171902	0.000000	0.000000
783.548820	8.171902	0.000000	0.000000
783.613866	8.181323	0.000000	0.000000
783.673906	8.181323	0.000000	0.000000
783.740957	8.184741	0.000000	0.000000
783.805000	8.184741	0.000000	0.000000
783.872066	8.186714	0.000000	0.000000
783.946098	8.186714	0.000000	0.000000
784.015147	8.186657	0.000000	0.000000
784.095205	8.186657	0.000000	0.000000
784.173262	8.181252	0.000000	0.000000
784.236303	8.181252	0.000000	0.000000
784.305353	8.187333	0.000000	0.000000
784.380405	8.188883	0.000000	0.000000
784.452473	8.188883	0.000000	0.000000
784.514503	8.198609	0.000000	0.000000
784.605564	8.198609	0.000000	0.000000
784.689623	8.186117	0.000000	0.000000
784.776685	8.186117	0.000000	0.000000
784.842731	8.180833	0.000000	0.000000
784.899773	8.185363	0.000000	0.000000
784.959816	8.185363	0.000000	0.000000
785.014853	8.194615	0.000000	0.000000
785.089906	8.194615	0.000000	0.000000
785.152950	8.194615	0.000000	0.000000
785.215996	8.202697	0.000000	0.000000
785.276054	8.202697	0.000000	0.000000
785.330076	8.208290	0.000000	0.000000
785.384113	8.208290	0.000000	0.000000
785.438153	8.184843	0.000000	0.000000
785.507201	8.184843	0.000000	0.000000
785.569245	8.201428	0.000000	0.000000
785.642317	8.201428	0.000000	0.000000
785.711345	8.201428	0.000000	0.000000
785.785398	8.198820	0.000000	0.000000
785.846441	8.199284	0.000000	0.000000
785.917494	8.199284	0.000000	0.000000
785.976534	8.202083	0.000000	0.000000
786.040595	8.202083	0.000000	0.000000
786.097635	8.200935	0.000000	0.000000
786.170687	8.200935	0.000000	0.000000
786.231712	8.197893	0.000000	0.000000
786.298763	8.197893	0.000000	0.000000
786.355803	8.184927	0.000000	0.000000
786.433856	8.184927	0.000000	0.000000
786.487893	8.184927	0.000000	0.000000
786.551940	8.201853	0.000000	0.000000
786.609980	8.203563	0.000000	0.000000
786.672023	8.203563	0.000000	0.000000
786.732066	8.203563	0.000000	0.000000
786.792111	8.190884	0.000000	0.000000
786.865162	8.190884	0.000000	0.000000
786.923201	8.203428	0.000000	0.000000
787.015266	8.203428	0.000000	0.000000
787.086317	8.146634	0.000000	0.000000
787.151363	8.146634	0.000000	0.000000
787.211423	8.113645	0.000000	0.000000
787.273451	8.113645	0.000000	0.000000
787.330489	8.138362	0.000000	0.000000
787.386528	8.138362	0.000000	0.000000
787.444570	8.113391	0.000000	0.000000
787.499610	8.113391	0.000000	0.000000
787.571675	8.093195	0.000000	0.000000
787.622711	8.093195	0.000000	0.000000
787.676753	8.110977	0.000000	0.000000
787.740779	8.110977	0.000000	0.000000
787.798819	8.117056	0.000000	0.000000
787.855859	8.117056	0.000000	0.000000
787.912900	8.117056	0.000000	0.000000
787.961935	8.122773	0.000000	0.000000
788.030984	8.122773	0.000000	0.000000
788.090026	8.108813	0.000000	0.000000
788.149066	8.108813	0.000000	0.000000
788.205122	8.111586	0.000000	0.000000
788.262147	8.111586	0.000000	0.000000
788.317185	8.111586	0.000000	0.000000
788.369223	8.106507	0.000000	0.000000
788.432267	8.106507	0.000000	0.000000
788.488323	8.098352	0.000000	0.000000
788.549349	8.098352	0.000000	0.000000
788.616398	8.088717	0.000000	0.000000
788.675441	8.088717	0.000000	0.000000
788.728478	8.088717	0.000000	0.000000
788.789522	8.078370	0.000000	0.000000
788.849562	8.078370	0.000000	0.000000
788.912609	8.070762	0.000000	0.000000
788.967647	8.070762	0.000000	0.000000
789.031693	8.085966	0.000000	0.000000
789.101742	8.085966	0.000000	0.000000
789.161782	8.080319	0.000000	0.000000
789.214819	8.080319	0.000000	0.000000
789.263854	8.079394	0.000000	0.000000
789.320895	8.079394	0.000000	0.000000
789.377936	8.079394	0.000000	0.000000
789.439996	8.092250	0.000000	0.000000
789.497019	8.092250	0.000000	0.000000
789.557062	8.066226	0.000000	0.000000
789.621107	8.066226	0.000000	0.000000
789.684151	8.074145	0.000000	0.000000
789.744195	8.074145	0.000000	0.000000
789.810240	8.074145	0.000000	0.000000
789.871286	8.081338	0.000000	0.000000
789.932326	8.081338	0.000000	0.000000
789.986367	8.075054	0.000000	0.000000
790.043405	8.075054	0.000000	0.000000
790.101446	8.079197	0.000000	0.000000
790.167493	8.079197	0.000000	0.000000
790.229537	8.079197	0.000000	0.000000
790.295583	8.081280	0.000000	0.000000
790.351623	8.087467	0.000000	0.000000
790.408666	8.087467	0.000000	0.000000
790.473711	8.087467	0.000000	0.000000
790.532751	8.082927	0.000000	0.000000
790.604819	8.082927	0.000000	0.000000
790.669848	8.085280	0.000000	0.000000
790.734893	8.088316	0.000000	0.000000
790.786931	8.088316	0.000000	0.000000
790.848974	8.088316	0.000000	0.000000
790.905014	8.066062	0.000000	0.000000
790.970059	8.066062	0.000000	0.000000
791.023097	8.081315	0.000000	0.000000
791.091145	8.081315	0.000000	0.000000
791.146183	8.101129	0.000000	0.000000
791.201223	8.101129	0.000000	0.000000
791.259264	8.101129	0.000000	0.000000
791.320308	8.099156	0.000000	0.000000
791.383352	8.099156	0.000000	0.000000
791.438393	8.076012	0.000000	0.000000
791.491427	8.076012	0.000000	0.000000
791.538463	8.088872	0.000000	0.000000
791.591502	8.088872	0.000000	0.000000
791.659546	8.088872	0.000000	0.000000
791.721590	8.085998	0.000000	0.000000
791.797644	8.085998	0.000000	0.000000
791.855686	8.093512	0.000000	0.000000
791.919730	8.093512	0.000000	0.000000
791.970767	8.091124	0.000000	0.000000
792.034811	8.091124	0.000000	0.000000
792.088850	8.097152	0.000000	0.000000
792.139885	8.097152	0.000000	0.000000
792.189921	8.088062	0.000000	0.000000
792.252969	8.088062	0.000000	0.000000
792.317011	8.088062	0.000000	0.000000
792.369048	8.081014	0.000000	0.000000
792.431092	8.081014	0.000000	0.000000
792.490136	8.104912	0.000000	0.000000
792.552180	8.104912	0.000000	0.000000
792.612219	8.100748	0.000000	0.000000
792.679266	8.100748	0.000000	0.000000
792.751319	8.087926	0.000000	0.000000
792.816383	8.087926	0.000000	0.000000
792.875408	8.089242	0.000000	0.000000
792.938450	8.089242	0.000000	0.000000
792.997494	8.089242	0.000000	0.000000
793.049545	8.105411	0.000000	0.000000
793.099564	8.105411	0.000000	0.000000
793.149599	8.126153	0.000000	0.000000
793.201635	8.126153	0.000000	0.000000
793.255676	8.126153	0.000000	0.000000
793.315719	8.113808	0.000000	0.000000
793.365752	8.113808	0.000000	0.000000
793.416788	8.114314	0.000000	0.000000
793.474846	8.114314	0.000000	0.000000
793.538874	8.114613	0.000000	0.000000
793.604921	8.114613	0.000000	0.000000
793.669984	8.114613	0.000000	0.000000
793.726006	8.107784	0.000000	0.000000
793.788053	8.107784	0.000000	0.000000
793.859103	8.122540	0.000000	0.000000
793.919144	8.122540	0.000000	0.000000
793.977201	8.118772	0.000000	0.000000
794.033240	8.118772	0.000000	0.000000
794.085260	8.120875	0.000000	0.000000
794.143301	8.120875	0.000000	0.000000
794.201342	8.123790	0.000000	0.000000
794.262386	8.123790	0.000000	0.000000
794.317424	8.123790	0.000000	0.000000
794.380488	8.114647	0.000000	0.000000
794.458527	8.114647	0.000000	0.000000
794.521571	8.133711	0.000000	0.000000
794.574605	8.133711	0.000000	0.000000
794.633647	8.125276	0.000000	0.000000
794.690688	8.125276	0.000000	0.000000
794.749729	8.133741	0.000000	0.000000
794.811775	8.133741	0.000000	0.000000
794.867815	8.133741	0.000000	0.000000
794.936864	8.130465	0.000000	0.000000
794.999909	8.130465	0.000000	0.000000
795.072958	8.135518	0.000000	0.000000
795.138004	8.135518	0.000000	0.000000
795.199050	8.143484	0.000000	0.000000
795.262091	8.143484	0.000000	0.000000
795.325136	8.132078	0.000000	0.000000
795.385182	8.132078	0.000000	0.000000
795.446226	8.140870	0.000000	0.000000
795.514269	8.140870	0.000000	0.000000
795.562305	8.128049	0.000000	0.000000
795.639361	8.128049	0.000000	0.000000
795.701405	8.149237	0.000000	0.000000
795.775456	8.149237	0.000000	0.000000
795.843505	8.163182	0.000000	0.000000
795.915556	8.163182	0.000000	0.000000
795.974595	8.149545	0.000000	0.000000
796.041642	8.149545	0.000000	0.000000
796.092680	8.152985	0.000000	0.000000
796.156723	8.152985	0.000000	0.000000
796.211765	8.169003	0.000000	0.000000
796.288833	8.169003	0.000000	0.000000
796.336850	8.169003	0.000000	0.000000
796.407918	8.161615	0.000000	0.000000
796.465945	8.161615	0.000000	0.000000
796.526985	8.171152	0.000000	0.000000
796.593031	8.171152	0.000000	0.000000
796.657077	8.183533	0.000000	0.000000
796.712117	8.183533	0.000000	0.000000
796.776162	8.170645	0.000000	0.000000
796.841207	8.170645	0.000000	0.000000
796.898249	8.172327	0.000000	0.000000
796.979305	8.172327	0.000000	0.000000
797.042352	8.182113	0.000000	0.000000
797.100389	8.182113	0.000000	0.000000
797.159431	8.203179	0.000000	0.000000
797.226480	8.203179	0.000000	0.000000
797.285524	8.181905	0.000000	0.000000
797.346567	8.181905	0.000000	0.000000
797.405605	8.181905	0.000000	0.000000
797.469651	8.182501	0.000000	0.000000
797.532695	8.182501	0.000000	0.000000
797.589738	8.173705	0.000000	0.000000
797.645775	8.173705	0.000000	0.000000
797.706818	8.180344	0.000000	0.000000
797.771882	8.180344	0.000000	0.000000
797.828922	8.203765	0.000000	0.000000
797.885944	8.203765	0.000000	0.000000
797.943988	8.181305	0.000000	0.000000
798.004031	8.181305	0.000000	0.000000
798.062069	8.179015	0.000000	0.000000
798.124116	8.179015	0.000000	0.000000
798.193179	8.179015	0.000000	0.000000
798.255206	8.186787	0.000000	0.000000
798.317249	8.186787	0.000000	0.000000
798.376292	8.211710	0.000000	0.000000
798.444339	8.211710	0.000000	0.000000
798.502381	8.188538	0.000000	0.000000
798.565427	8.188538	0.000000	0.000000
798.630491	8.203223	0.000000	0.000000
798.703522	8.203223	0.000000	0.000000
798.783580	8.195008	0.000000	0.000000
798.848625	8.195008	0.000000	0.000000
798.906668	8.184176	0.000000	0.000000
798.968727	8.184176	0.000000	0.000000
799.026751	8.200532	0.000000	0.000000
799.093798	8.200532	0.000000	0.000000
799.165849	8.203604	0.000000	0.000000
799.239902	8.203604	0.000000	0.000000
799.305951	8.188116	0.000000	0.000000
799.371997	8.188116	0.000000	0.000000
799.429038	8.206150	0.000000	0.000000
799.507092	8.206150	0.000000	0.000000
799.561128	8.183639	0.000000	0.000000
799.628176	8.183639	0.000000	0.000000
799.687218	8.198825	0.000000	0.000000
799.761269	8.198825	0.000000	0.000000
799.824314	8.217344	0.000000	0.000000
799.892362	8.217344	0.000000	0.000000
799.952404	8.203983	0.000000	0.000000
800.039467	8.203983	0.000000	0.000000
800.111520	8.190564	0.000000	0.000000
800.190577	8.190564	0.000000	0.000000
800.266631	8.204414	0.000000	0.000000
800.336680	8.204414	0.000000	0.000000
800.401725	8.205643	0.000000	0.000000
800.462770	8.205643	0.000000	0.000000
800.526813	8.210812	0.000000	0.000000
800.592857	8.210812	0.000000	0.000000
800.670913	8.203785	0.000000	0.000000
800.755972	8.203785	0.000000	0.000000
800.821018	8.193769	0.000000	0.000000
800.878058	8.193769	0.000000	0.000000
800.935098	8.205892	0.000000	0.000000
800.980130	8.205892	0.000000	0.000000
801.036170	8.222900	0.000000	0.000000
801.108223	8.222900	0.000000	0.000000
801.159259	8.122080	0.000000	0.000000
801.219318	8.122080	0.000000	0.000000
801.278341	8.109202	0.000000	0.000000
801.337386	8.109202	0.000000	0.000000
801.403431	8.109202	0.000000	0.000000
801.463489	8.120442	0.000000	0.000000
801.533539	8.120442	0.000000	0.000000
801.594564	8.124627	0.000000	0.000000
801.656610	8.124627	0.000000	0.000000
801.721673	8.126479	0.000000	0.000000
801.785699	8.126479	0.000000	0.000000
801.869761	8.110207	0.000000	0.000000
801.944815	8.110207	0.000000	0.000000
802.009857	8.092135	0.000000	0.000000
802.080908	8.098700	0.000000	0.000000
802.143952	8.098700	0.000000	0.000000
802.215003	8.098700	0.000000	0.000000
802.277046	8.110357	0.000000	0.000000
802.334088	8.110357	0.000000	0.000000
802.397131	8.113543	0.000000	0.000000
802.452171	8.113543	0.000000	0.000000
802.512216	8.101893	0.000000	0.000000
802.572255	8.101893	0.000000	0.000000
802.631298	8.102263	0.000000	0.000000
802.688339	8.102263	0.000000	0.000000
802.747397	8.082265	0.000000	0.000000
802.812425	8.082265	0.000000	0.000000
802.866463	8.082327	0.000000	0.000000
802.925505	8.082327	0.000000	0.000000
802.995554	8.082327	0.000000	0.000000
803.062602	8.099103	0.000000	0.000000
803.116640	8.099103	0.000000	0.000000
803.181686	8.080699	0.000000	0.000000
803.247732	8.080699	0.000000	0.000000
803.303790	8.086353	0.000000	0.000000
803.384829	8.086353	0.000000	0.000000
803.442870	8.090017	0.000000	0.000000
803.505914	8.090017	0.000000	0.000000
803.563959	8.076498	0.000000	0.000000
803.630005	8.076498	0.000000	0.000000
803.684040	8.080266	0.000000	0.000000
803.754089	8.080266	0.000000	0.000000
803.814132	8.085814	0.000000	0.000000
803.877177	8.085814	0.000000	0.000000
803.936218	8.085814	0.000000	0.000000
804.019279	8.091749	0.000000	0.000000
804.071317	8.067467	0.000000	0.000000
804.129358	8.067467	0.000000	0.000000
804.190398	8.067467	0.000000	0.000000
804.250441	8.087228	0.000000	0.000000
804.314486	8.087228	0.000000	0.000000
804.384535	8.096640	0.000000	0.000000
804.443576	8.096640	0.000000	0.000000
804.511626	8.081447	0.000000	0.000000
804.572668	8.081447	0.000000	0.000000
804.630710	8.092966	0.000000	0.000000
804.703760	8.092966	0.000000	0.000000
804.772811	8.074205	0.000000	0.000000
804.831853	8.074205	0.000000	0.000000
804.889892	8.073265	0.000000	0.000000
804.958941	8.073265	0.000000	0.000000
805.014999	8.098197	0.000000	0.000000
805.090034	8.098197	0.000000	0.000000
805.168092	8.089409	0.000000	0.000000
805.245146	8.089409	0.000000	0.000000
805.317212	8.089353	0.000000	0.000000
805.410262	8.079490	0.000000	0.000000
805.472303	8.079490	0.000000	0.000000
805.527343	8.079490	0.000000	0.000000
805.597393	8.084859	0.000000	0.000000
805.649444	8.084859	0.000000	0.000000
805.702469	8.101001	0.000000	0.000000
805.763511	8.101001	0.000000	0.000000
805.825556	8.106251	0.000000	0.000000
805.889602	8.106251	0.000000	0.000000
805.952647	8.097380	0.000000	0.000000
806.028697	8.097380	0.000000	0.000000
806.088739	8.082602	0.000000	0.000000
806.155787	8.082602	0.000000	0.000000
806.213827	8.105479	0.000000	0.000000
806.271868	8.105479	0.000000	0.000000
806.329910	8.105479	0.000000	0.000000
806.393954	8.094650	0.000000	0.000000
806.451995	8.094650	0.000000	0.000000
806.512038	8.091168	0.000000	0.000000
806.583088	8.091168	0.000000	0.000000
806.670153	8.098207	0.000000	0.000000
806.731194	8.098207	0.000000	0.000000
806.796242	8.081334	0.000000	0.000000
806.859286	8.081334	0.000000	0.000000
806.916326	8.107241	0.000000	0.000000
806.980369	8.107241	0.000000	0.000000
807.038433	8.112492	0.000000	0.000000
807.106459	8.112492	0.000000	0.000000
807.172508	8.118628	0.000000	0.000000
807.228544	8.118628	0.000000	0.000000
807.285584	8.096366	0.000000	0.000000
807.343627	8.096366	0.000000	0.000000
807.421680	8.119120	0.000000	0.000000
807.483724	8.119120	0.000000	0.000000
807.549772	8.119120	0.000000	0.000000
807.615820	8.103999	0.000000	0.000000
807.677862	8.103999	0.000000	0.000000
807.732902	8.119952	0.000000	0.000000
807.802949	8.119952	0.000000	0.000000
807.859990	8.121445	0.000000	0.000000
807.932041	8.121445	0.000000	0.000000
808.002091	8.112698	0.000000	0.000000
808.062133	8.112698	0.000000	0.000000
808.122178	8.118194	0.000000	0.000000
808.185220	8.118194	0.000000	0.000000
808.253268	8.116238	0.000000	0.000000
808.314311	8.116238	0.000000	0.000000
808.382359	8.128104	0.000000	0.000000
808.455414	8.128104	0.000000	0.000000
808.514455	8.117295	0.000000	0.000000
808.571493	8.117295	0.000000	0.000000
808.626550	8.136260	0.000000	0.000000
808.691581	8.136260	0.000000	0.000000
808.751623	8.136260	0.000000	0.000000
808.825674	8.117966	0.000000	0.000000
808.891737	8.118384	0.000000	0.000000
808.954763	8.118384	0.000000	0.000000
